ra;fase;turma;idade;ano_ingresso;pedra;inde;classificacao_geral;classificacao_fase;classificacao_turma;recomendacao_avaliador_1;recomendacao_avaliador_2;recomendacao_avaliador_3;recomendacao_avaliador_4;iaa;ieg;ips;recomendacao_psicologia;ida;nota_matematica;nota_portugues;nota_ingles;indicado_bolsa;atingiu_ponto_virada;ipv;ian;fase_ideal;defasagem;destaque_ieg;destaque_ida;destaque_ipv;ipp;ano;feminino;masculino;formado;instituicao_nao_informada;instituicao_privada;instituicao_publica;pedra_oe;rec_aval_1_oe;rec_aval_2_oe;rec_aval_3_oe;rec_aval_4_oe;recomendacao_psicologia_le
RA-732;0;I;9;2022;ametista;7.347;377.0;113.0;2.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;9.0;7.9;8.8;Não atendido;7.2;7.5;6.8;0.0;0;0;7.5;5.0;1;-1.0;1;0;1;5.625;2022;0;1;0;0;0;1;2;2;2;0;0;0
RA-733;0;J;9;2022;agata;6.684;594.0;163.0;13.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;9.5;8.5;5.6;Sem limitações;5.1;6.0;4.2;0.0;0;0;6.917;5.0;1;-1.0;1;0;0;5.625;2022;1;0;0;0;0;1;1;2;2;0;0;4
RA-734;0;J;10;2022;agata;6.952;505.0;145.0;9.0;Promovido de Fase;Promovido de Fase;Não avaliado;Não avaliado;9.5;7.2;5.6;Sem limitações;7.3;8.0;6.5;0.0;0;0;7.417;5.0;2;-2.0;0;0;0;5.625;2022;1;0;0;0;0;1;1;4;4;0;0;4
RA-735;0;J;10;2021;ametista;7.485;316.0;92.0;4.0;Promovido de Fase;Promovido de Fase;Não avaliado;Não avaliado;9.0;9.0;5.6;Sem limitações;7.3;7.8;6.7;0.0;0;1;8.583;5.0;2;-2.0;1;0;1;5.625;2022;1;0;0;0;0;1;2;4;4;0;0;4
RA-736;0;J;10;2022;agata;6.707;589.0;162.0;12.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;9.0;8.5;5.6;Sem limitações;5.4;4.7;6.2;0.0;0;0;7.0;5.0;2;-2.0;1;0;0;5.625;2022;0;1;0;0;0;1;1;2;2;0;0;4
RA-737;0;J;9;2022;ametista;8.058;131.0;37.0;1.0;Promovido de Fase;Promovido de Fase;Não avaliado;Não avaliado;9.5;9.2;5.6;Sem limitações;9.0;8.5;9.5;0.0;0;1;9.167;5.0;1;-1.0;1;1;1;5.625;2022;1;0;0;0;0;1;2;4;4;0;0;4
RA-738;0;J;8;2022;ametista;7.227;417.0;124.0;6.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;8.5;8.1;5.6;Sem limitações;5.7;7.7;3.7;0.0;0;0;7.5;10.0;0;0.0;1;0;0;5.625;2022;1;0;0;0;0;1;2;2;2;0;0;4
RA-739;0;J;8;2022;agata;6.82;549.0;156.0;11.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;6.4;7.3;5.6;Sem limitações;5.9;6.0;5.8;0.0;0;0;7.083;10.0;0;0.0;0;0;0;5.625;2022;0;1;0;0;0;1;1;2;2;0;0;4
RA-740;0;J;9;2022;ametista;7.218;420.0;125.0;7.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;8.5;9.0;5.6;Sem limitações;7.2;7.3;7.0;0.0;0;0;7.5;5.0;1;-1.0;1;0;0;5.625;2022;1;0;0;0;0;1;2;2;2;0;0;4
RA-741;0;J;10;2022;agata;6.896;526.0;150.0;10.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;9.5;8.4;5.6;Sem limitações;6.3;7.3;5.2;0.0;0;0;7.417;5.0;2;-2.0;1;0;0;4.6875;2022;1;0;0;0;0;1;1;2;2;0;0;4
RA-742;0;J;9;2022;ametista;7.097;456.0;132.0;8.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;8.5;8.7;5.0;Sem limitações;7.3;8.3;6.2;0.0;0;0;7.5;5.0;1;-1.0;1;0;0;5.625;2022;1;0;0;0;0;1;2;2;2;0;0;4
RA-743;0;J;9;2022;agata;6.672;597.0;164.0;14.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;10.0;7.9;5.6;Sem limitações;4.8;4.8;4.8;0.0;0;0;7.5;5.0;1;-1.0;1;0;0;5.625;2022;1;0;0;0;0;1;1;2;2;0;0;4
RA-744;0;J;8;2022;ametista;7.742;220.0;58.0;2.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;9.5;9.7;5.6;Sem limitações;6.2;6.0;6.3;0.0;0;0;7.5;10.0;0;0.0;1;0;0;5.625;2022;1;0;0;0;0;1;2;2;2;0;0;4
RA-745;0;J;9;2021;ametista;7.382;367.0;111.0;5.0;Promovido de Fase;Promovido de Fase;Não avaliado;Não avaliado;9.0;8.5;5.6;Sem limitações;8.1;8.5;7.7;0.0;0;0;7.75;5.0;1;-1.0;1;1;1;5.625;2022;0;1;0;0;1;0;2;4;4;0;0;4
RA-746;0;J;8;2022;ametista;7.656;253.0;70.0;3.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;8.0;9.1;5.6;Sem limitações;7.2;7.7;6.7;0.0;0;0;7.417;10.0;0;0.0;1;0;0;5.625;2022;0;1;0;0;0;1;2;2;2;0;0;4
RA-747;0;K;11;2022;ametista;7.676;245.0;66.0;6.0;Mantido na Fase + Bolsa;Mantido na Fase atual;Não avaliado;Não avaliado;10.0;7.6;7.5;Não atendido;8.8;8.2;9.4;0.0;1;0;7.917;5.0;2;-2.0;1;1;1;5.625;2022;1;0;0;0;0;1;2;3;2;0;0;0
RA-748;0;K;9;2022;topazio;8.084;122.0;34.0;5.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Não avaliado;Não avaliado;10.0;9.0;7.5;Não atendido;9.1;9.6;8.6;0.0;1;0;8.25;5.0;1;-1.0;1;1;1;5.625;2022;0;1;0;0;0;1;3;5;2;0;0;0
RA-749;0;K;9;2022;ametista;7.484;318.0;94.0;7.0;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;9.5;7.7;7.5;Não atendido;8.8;9.5;8.1;0.0;0;0;7.25;5.0;1;-1.0;1;1;0;5.3125;2022;0;1;0;0;0;1;2;4;2;0;0;0
RA-750;0;K;10;2019;agata;6.344;670.0;173.0;10.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;9.5;8.9;4.4;Não indicado;6.8;7.1;6.4;0.0;0;0;5.167;5.0;2;-2.0;1;0;0;2.8125;2022;0;1;0;0;0;1;1;2;2;0;0;2
RA-751;0;K;11;2022;quartzo;5.246;808.0;187.0;11.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;8.5;5.8;7.5;Não atendido;3.8;2.7;4.9;0.0;0;0;6.167;5.0;2;-2.0;0;0;0;0.0;2022;0;1;0;0;0;1;0;0;0;0;0;0
RA-752;0;K;11;2022;topazio;8.197;86.0;22.0;4.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Não avaliado;Não avaliado;10.0;9.0;7.5;Não atendido;9.5;9.6;9.4;0.0;1;1;8.417;5.0;2;-2.0;1;1;1;5.625;2022;1;0;0;0;0;1;3;5;2;0;0;0
RA-753;0;K;8;2022;topazio;8.481;37.0;8.0;2.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Não avaliado;Não avaliado;9.5;8.6;7.5;Não atendido;9.1;9.4;8.8;0.0;1;1;8.417;10.0;0;0.0;1;1;1;5.625;2022;1;0;0;0;0;1;3;5;2;0;0;0
RA-754;0;K;9;2022;agata;6.602;626.0;169.0;9.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;10.0;5.8;4.4;Não indicado;7.9;7.8;8.1;0.0;0;0;6.917;5.0;1;-1.0;0;1;0;5.3125;2022;0;1;0;0;0;1;1;2;2;0;0;2
RA-755;0;K;8;2022;topazio;8.566;29.0;4.0;1.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Não avaliado;Não avaliado;9.5;9.2;6.9;Não atendido;9.5;9.8;9.3;0.0;1;0;8.083;10.0;0;0.0;1;1;1;5.625;2022;0;1;0;0;0;1;3;5;2;0;0;0
RA-756;0;K;9;2022;agata;6.976;495.0;142.0;8.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;10.0;7.9;7.5;Não atendido;5.7;5.6;5.8;0.0;0;0;7.25;5.0;1;-1.0;1;0;0;5.625;2022;0;1;0;0;0;1;1;2;2;0;0;0
RA-757;0;K;9;2022;topazio;8.26;71.0;18.0;3.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Não avaliado;Não avaliado;9.5;9.3;7.5;Não atendido;9.7;9.9;9.6;0.0;1;1;8.5;5.0;1;-1.0;1;1;1;5.625;2022;1;0;0;0;0;1;3;5;2;0;0;0
RA-758;0;L;9;2022;ametista;7.911;166.0;45.0;5.0;Promovido de Fase;Promovido de Fase;Não avaliado;Não avaliado;9.0;9.1;7.5;Não atendido;8.1;8.0;8.2;0.0;0;0;8.333;5.0;1;-1.0;1;1;1;6.5625;2022;0;1;0;0;0;1;2;4;4;0;0;0
RA-759;0;L;10;2021;ametista;7.563;288.0;81.0;7.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;9.0;8.6;7.5;Não atendido;7.5;8.3;6.7;0.0;0;0;7.833;5.0;2;-2.0;1;1;1;6.25;2022;1;0;0;0;0;1;2;2;2;0;0;0
RA-760;0;L;11;2021;topazio;8.172;94.0;25.0;2.0;Promovido de Fase;Promovido de Fase;Não avaliado;Não avaliado;9.0;9.2;7.5;Não atendido;8.8;9.3;8.2;0.0;0;1;8.917;5.0;2;-2.0;1;1;1;6.5625;2022;0;1;0;0;0;1;3;4;4;0;0;0
RA-761;0;L;9;2022;topazio;8.06;130.0;36.0;3.0;Promovido de Fase;Promovido de Fase;Não avaliado;Não avaliado;10.0;9.4;7.5;Não atendido;8.2;8.8;7.5;0.0;0;0;8.25;5.0;1;-1.0;1;1;1;6.5625;2022;0;1;0;0;0;1;3;4;4;0;0;0
RA-762;0;L;12;2022;ametista;7.28;402.0;118.0;10.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;10.0;9.7;7.5;Não atendido;6.7;7.3;6.0;0.0;0;0;7.083;2.5;3;-3.0;1;0;0;5.9375;2022;0;1;0;0;0;1;2;2;2;0;0;0
RA-763;0;L;10;2021;ametista;7.402;361.0;109.0;9.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;9.5;9.7;7.5;Não atendido;6.5;6.3;6.7;0.0;0;0;7.167;5.0;2;-2.0;1;0;0;5.3125;2022;1;0;0;0;0;1;2;2;2;0;0;0
RA-764;0;L;8;2022;ametista;8.004;141.0;38.0;4.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;9.0;8.8;7.5;Não atendido;7.5;7.2;7.8;0.0;0;0;7.667;10.0;0;0.0;1;1;1;5.625;2022;0;1;0;0;0;1;2;2;2;0;0;0
RA-765;0;L;9;2022;agata;6.902;523.0;149.0;11.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;8.5;9.3;7.5;Não atendido;4.3;5.0;3.7;0.0;0;0;7.417;5.0;1;-1.0;1;0;0;5.9375;2022;0;1;0;0;0;1;1;2;2;0;0;0
RA-766;0;L;11;2020;topazio;8.185;88.0;23.0;1.0;Promovido de Fase;Promovido de Fase;Não avaliado;Não avaliado;10.0;9.5;7.5;Não atendido;8.7;8.5;8.8;0.0;0;0;8.333;5.0;2;-2.0;1;1;1;6.25;2022;1;0;0;0;0;1;3;4;4;0;0;0
RA-767;0;L;10;2021;ametista;7.511;304.0;87.0;8.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;9.5;9.0;7.5;Não atendido;7.0;7.3;6.7;0.0;0;0;7.583;5.0;2;-2.0;1;0;1;5.9375;2022;0;1;0;0;0;1;2;2;2;0;0;0
RA-768;0;L;10;2021;ametista;7.646;255.0;71.0;6.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;9.0;10.0;7.5;Não atendido;7.1;7.0;7.2;0.0;0;0;7.583;5.0;2;-2.0;1;0;1;5.625;2022;1;0;0;0;0;1;2;2;2;0;0;0
RA-769;0;M;9;2022;ametista;7.598;272.0;76.0;3.0;Promovido de Fase + Bolsa;Mantido na Fase atual;Não avaliado;Não avaliado;10.0;7.5;7.5;Não avaliado;7.9;9.6;6.2;0.0;1;1;8.5;5.0;1;-1.0;1;1;1;5.625;2022;1;0;0;0;0;1;2;5;2;0;0;1
RA-770;0;M;7;2022;topazio;8.143;101.0;28.0;1.0;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;9.5;8.9;7.5;Não avaliado;8.3;8.5;8.1;0.0;0;0;7.333;10.0;0;0.0;1;1;0;5.3125;2022;0;1;0;0;0;1;3;4;2;0;0;1
RA-771;0;M;7;2022;ametista;7.873;179.0;49.0;2.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;10.0;8.3;7.5;Não avaliado;7.0;7.2;6.9;0.0;0;0;7.5;10.0;0;0.0;1;0;1;5.625;2022;1;0;0;0;0;1;2;2;2;0;0;1
RA-772;0;M;11;2021;agata;6.994;490.0;139.0;5.0;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;9.0;5.4;7.5;Não avaliado;9.2;9.3;9.2;0.0;0;0;7.25;5.0;2;-2.0;0;1;0;4.6875;2022;0;1;0;0;0;1;1;4;2;0;0;1
RA-773;0;M;9;2022;agata;6.922;520.0;147.0;6.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;10.0;6.8;5.0;Não indicado;8.1;9.3;6.8;0.0;0;0;7.083;5.0;1;-1.0;0;1;0;5.3125;2022;1;0;0;0;0;1;1;2;2;0;0;2
RA-774;0;M;8;2022;ametista;7.587;280.0;78.0;4.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;10.0;7.8;7.5;Não avaliado;6.1;7.8;4.4;0.0;0;0;7.417;10.0;0;0.0;1;0;0;5.625;2022;1;0;0;0;0;1;2;2;2;0;0;1
RA-775;0;N;10;2021;quartzo;5.79;751.0;182.0;7.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;7.9;5.7;4.4;Não indicado;5.7;5.5;5.8;0.0;0;0;6.417;5.0;2;-2.0;0;0;0;5.0;2022;0;1;0;0;0;1;0;2;2;0;0;2
RA-776;0;N;9;2022;quartzo;3.898;856.0;190.0;9.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;0.0;4.3;4.4;Requer avaliação;1.7;0.0;3.3;0.0;0;0;6.333;5.0;1;-1.0;0;0;0;5.0;2022;1;0;0;0;0;1;0;2;2;0;0;3
RA-777;0;N;8;2022;ametista;7.096;457.0;133.0;4.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;8.0;7.7;7.5;Não atendido;5.3;6.5;4.0;0.0;0;0;7.0;10.0;0;0.0;1;0;0;5.625;2022;0;1;0;0;0;1;2;2;2;0;0;0
RA-778;0;N;9;2021;ametista;7.432;342.0;100.0;3.0;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;10.0;6.7;7.5;Não atendido;7.1;6.0;8.2;0.0;0;1;8.833;5.0;1;-1.0;0;0;1;6.5625;2022;1;0;0;0;0;1;2;4;2;0;0;0
RA-779;0;N;10;2022;quartzo;5.702;760.0;183.0;8.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;9.5;5.0;7.5;Não atendido;2.6;2.2;3.0;0.0;0;0;7.083;5.0;2;-2.0;0;0;0;5.625;2022;0;1;0;0;0;1;0;2;2;0;0;0
RA-780;0;N;9;2022;agata;6.955;502.0;143.0;6.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;8.0;7.6;7.5;Não atendido;6.9;6.3;7.5;0.0;0;0;7.167;5.0;1;-1.0;1;0;0;5.625;2022;1;0;0;0;0;1;1;2;2;0;0;0
RA-781;0;N;9;2021;ametista;7.786;205.0;54.0;1.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;10.0;8.9;7.5;Não atendido;8.3;8.0;8.5;0.0;0;0;7.75;5.0;1;-1.0;1;1;1;5.625;2022;1;0;0;0;0;1;2;2;2;0;0;0
RA-782;0;N;8;2022;ametista;7.485;317.0;93.0;2.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;9.5;8.4;7.5;Não atendido;6.0;5.7;6.3;0.0;0;0;7.0;10.0;0;0.0;1;0;0;5.0;2022;0;1;0;0;0;1;2;2;2;0;0;0
RA-783;0;N;8;2021;agata;6.996;487.0;138.0;5.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;9.5;5.8;7.5;Não atendido;6.0;4.7;7.3;0.0;0;0;6.917;10.0;0;0.0;0;0;0;5.625;2022;0;1;0;0;0;1;1;2;2;0;0;0
RA-784;0;O;9;2022;topazio;8.34;54.0;14.0;1.0;Promovido de Fase;Promovido de Fase;Não avaliado;Não avaliado;9.5;10.0;7.5;Não atendido;8.2;7.8;8.5;0.0;0;1;9.25;5.0;1;-1.0;1;1;1;6.5625;2022;0;1;0;0;0;1;3;4;4;0;0;0
RA-785;0;O;9;2022;ametista;7.642;256.0;72.0;4.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;9.0;8.6;7.5;Não atendido;8.4;8.8;8.0;0.0;0;0;7.667;5.0;1;-1.0;1;1;1;5.625;2022;1;0;0;0;0;1;2;2;2;0;0;0
RA-786;0;O;11;2019;agata;7.004;485.0;137.0;11.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;9.0;9.5;5.6;Não indicado;6.1;6.3;5.8;0.0;0;0;7.167;5.0;2;-2.0;1;0;0;5.0;2022;0;1;0;0;0;1;1;2;2;0;0;2
RA-787;0;O;8;2022;ametista;7.205;426.0;127.0;9.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;8.5;9.5;7.5;Não atendido;3.4;4.2;2.7;0.0;0;0;7.25;10.0;0;0.0;1;0;0;5.625;2022;0;1;0;0;0;1;2;2;2;0;0;0
RA-788;0;O;8;2021;topazio;8.264;68.0;17.0;2.0;Promovido de Fase;Promovido de Fase;Não avaliado;Não avaliado;10.0;9.3;5.6;Requer avaliação;8.0;7.8;8.2;0.0;0;1;8.667;10.0;0;0.0;1;1;1;5.0;2022;0;1;0;0;1;0;3;4;4;0;0;3
RA-789;0;O;7;2022;ametista;7.405;359.0;108.0;7.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;9.0;9.4;7.5;Não atendido;4.2;3.7;4.7;0.0;0;0;7.417;10.0;0;0.0;1;0;0;5.625;2022;1;0;0;0;0;1;2;2;2;0;0;0
RA-790;0;O;11;2022;ametista;7.504;307.0;89.0;6.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;9.0;8.9;7.5;Não atendido;7.8;8.5;7.2;0.0;0;0;7.417;5.0;2;-2.0;1;1;0;5.3125;2022;1;0;0;0;0;1;2;2;2;0;0;0
RA-791;0;O;11;2022;ametista;7.507;306.0;88.0;5.0;Promovido de Fase;Promovido de Fase;Não avaliado;Não avaliado;9.5;8.7;7.5;Não atendido;6.5;6.3;6.7;0.0;0;1;8.5;5.0;2;-2.0;1;0;1;5.625;2022;1;0;0;0;0;1;2;4;4;0;0;0
RA-792;0;O;9;2022;agata;7.025;480.0;136.0;10.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;9.5;8.0;7.5;Não atendido;6.2;6.5;5.8;0.0;0;0;7.167;5.0;1;-1.0;1;0;0;5.625;2022;1;0;0;0;0;1;1;2;2;0;0;0
RA-793;0;O;10;2022;agata;6.894;527.0;151.0;12.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;9.5;7.6;7.5;Não atendido;6.0;6.0;6.0;0.0;0;0;7.333;5.0;2;-2.0;1;0;0;5.0;2022;0;1;0;0;0;1;1;2;2;0;0;0
RA-794;0;O;8;2022;ametista;7.335;381.0;114.0;8.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;9.5;8.9;7.5;Não atendido;4.1;3.7;4.5;0.0;0;0;7.333;10.0;0;0.0;1;0;0;5.625;2022;1;0;0;0;0;1;2;2;2;0;0;0
RA-795;0;O;8;2022;topazio;8.064;126.0;35.0;3.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;9.0;9.7;7.5;Não atendido;7.3;8.0;6.5;0.0;0;0;7.333;10.0;0;0.0;1;0;0;5.625;2022;1;0;0;0;0;1;3;2;2;0;0;0
RA-796;0;Q;10;2022;ametista;7.232;416.0;123.0;3.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;9.5;9.3;7.5;Não atendido;5.4;5.8;5.0;0.0;0;0;7.667;5.0;2;-2.0;1;0;1;5.625;2022;1;0;0;0;0;1;2;2;2;0;0;0
RA-797;0;Q;10;2021;ametista;7.217;421.0;126.0;4.0;Promovido de Fase;Promovido de Fase;Não avaliado;Não avaliado;9.0;8.5;7.5;Não atendido;7.3;8.2;6.5;0.0;0;0;7.5;5.0;2;-2.0;1;0;1;4.0625;2022;0;1;0;0;0;1;2;4;4;0;0;0
RA-798;0;Q;10;2022;ametista;7.049;472.0;135.0;5.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;8.0;8.3;7.5;Não atendido;6.3;7.0;5.7;0.0;0;0;7.667;5.0;2;-2.0;1;0;1;5.3125;2022;0;1;0;0;0;1;2;2;2;0;0;0
RA-799;0;Q;10;2022;ametista;7.676;244.0;65.0;2.0;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;8.0;9.6;7.5;Não atendido;7.8;8.5;7.2;0.0;0;0;7.917;5.0;2;-2.0;1;1;1;5.625;2022;1;0;0;0;0;1;2;4;2;0;0;0
RA-800;0;Q;8;2022;agata;6.818;551.0;157.0;8.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;8.0;5.4;7.5;Não atendido;6.1;6.3;5.8;0.0;0;0;7.5;10.0;0;0.0;0;0;0;4.6875;2022;0;1;0;0;0;1;1;2;2;0;0;0
RA-801;0;Q;9;2022;agata;6.644;611.0;167.0;9.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;7.0;6.6;7.5;Não atendido;6.8;7.2;6.3;0.0;0;0;7.5;5.0;1;-1.0;0;0;0;5.3125;2022;0;1;0;0;0;1;1;2;2;0;0;0
RA-802;0;Q;9;2021;ametista;7.831;193.0;51.0;1.0;Promovido de Fase;Promovido de Fase;Não avaliado;Não avaliado;9.0;9.0;7.5;Não atendido;8.3;9.0;7.5;0.0;0;0;8.333;5.0;1;-1.0;1;1;1;5.625;2022;0;1;0;0;0;1;2;4;4;0;0;0
RA-803;0;Q;10;2022;agata;6.98;494.0;141.0;6.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;10.0;7.2;7.5;Sem limitações;6.3;6.5;6.0;0.0;0;0;7.417;5.0;2;-2.0;0;0;0;5.625;2022;1;0;0;0;0;1;1;2;2;0;0;4
RA-804;0;Q;10;2022;agata;6.848;540.0;153.0;7.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;10.0;8.4;6.3;Não atendido;4.8;5.5;4.0;0.0;0;0;7.667;5.0;2;-2.0;1;0;1;5.625;2022;0;1;0;0;0;1;1;2;2;0;0;0
RA-805;0;R;8;2021;topazio;8.279;65.0;16.0;2.0;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;9.5;9.0;7.5;Sem limitações;8.8;8.7;8.9;0.0;0;0;7.333;10.0;0;0.0;1;1;0;5.625;2022;0;1;0;0;0;1;3;4;2;0;0;4
RA-806;0;R;8;2022;ametista;7.561;290.0;82.0;5.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;9.5;7.3;7.5;Sem limitações;6.6;5.0;8.2;0.0;0;0;7.917;10.0;0;0.0;0;0;1;5.0;2022;0;1;0;0;0;1;2;2;2;0;0;4
RA-807;0;R;8;2022;topazio;8.121;109.0;31.0;3.0;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;9.5;8.7;6.3;Sem limitações;9.0;9.5;8.6;0.0;0;0;7.5;10.0;0;0.0;1;1;1;5.0;2022;0;1;0;0;0;1;3;4;2;0;0;4
RA-808;0;R;8;2022;topazio;8.361;51.0;12.0;1.0;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;10.0;9.1;6.3;Sem limitações;9.3;9.7;8.8;0.0;0;0;8.0;10.0;0;0.0;1;1;1;4.6875;2022;0;1;0;0;0;1;3;4;2;0;0;4
RA-809;0;R;7;2022;ametista;7.259;410.0;120.0;7.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;10.0;6.6;6.3;Sem limitações;6.3;5.5;7.1;0.0;0;0;7.417;10.0;0;0.0;0;0;0;5.625;2022;0;1;0;0;0;1;2;2;2;0;0;4
RA-810;0;R;8;2021;ametista;7.887;175.0;47.0;4.0;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;8.5;9.1;5.0;Não indicado;9.6;9.7;9.5;0.0;0;0;7.25;10.0;0;0.0;1;1;0;3.4375;2022;0;1;0;0;0;1;2;4;2;0;0;2
RA-811;0;R;9;2021;agata;6.575;635.0;170.0;8.0;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;8.9;5.7;5.6;Sem limitações;7.3;8.9;5.7;0.0;0;0;7.667;5.0;1;-1.0;0;0;1;5.0;2022;1;0;0;0;0;1;1;4;2;0;0;4
RA-812;0;R;8;2022;ametista;7.497;313.0;90.0;6.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;9.0;8.1;5.6;Sem limitações;7.4;8.3;6.6;0.0;0;0;7.333;10.0;0;0.0;1;0;0;4.6875;2022;0;1;0;0;0;1;2;2;2;0;0;4
RA-813;0;S;8;2022;ametista;7.093;459.0;134.0;6.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;9.5;6.5;6.9;Sem limitações;6.0;6.7;5.3;0.0;0;0;7.417;10.0;0;0.0;0;0;0;4.6875;2022;0;1;0;0;0;1;2;2;2;0;0;4
RA-814;0;S;9;2022;ametista;7.592;275.0;77.0;4.0;Promovido de Fase;Promovido de Fase;Não avaliado;Não avaliado;8.9;9.0;6.9;Requer avaliação;7.5;7.8;7.2;0.0;0;1;8.417;5.0;1;-1.0;1;1;1;5.3125;2022;0;1;0;0;0;1;2;4;4;0;0;3
RA-815;0;S;9;2022;agata;6.81;552.0;158.0;7.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;10.0;7.9;5.6;Requer avaliação;6.5;7.7;5.3;0.0;0;0;7.0;5.0;1;-1.0;1;0;0;4.6875;2022;0;1;0;0;0;1;1;2;2;0;0;3
RA-816;0;S;9;2022;topazio;8.513;32.0;6.0;1.0;Promovido de Fase + Bolsa;Promovido de Fase;Não avaliado;Não avaliado;10.0;9.3;7.5;Sem limitações;9.6;9.5;9.7;0.0;1;1;9.417;5.0;1;-1.0;1;1;1;5.9375;2022;1;0;0;0;0;1;3;5;4;0;0;4
